134,0,151,176,1,2,0
135,0,152,176,8,6,1
136,0,153,176,4,4,1
137,0,154,176,6,6,1
138,0,155,176,4,4,1
139,0,156,176,2,2,1
140,0,157,176,4,4,1
141,0,158,176,4,4,1
142,0,159,176,2,2,1
143,0,160,176,1,2,0
144,0,161,176,1,2,0
145,0,162,176,4,4,1
146,0,163,176,4,4,1
147,0,164,176,2,2,1
148,0,165,176,1,2,0
149,0,166,176,1,2,0
150,0,167,176,8,6,1
151,0,168,176,4,4,1
152,0,169,176,4,4,1
153,0,170,176,2,2,1
154,0,171,176,1,2,0
155,1,177,174,6,6,1
156,1,178,174,6,6,1
157,1,179,174,4,4,1
158,1,180,174,4,4,1
159,1,181,174,2,2,1
160,1,182,174,2,2,1
161,1,183,174,1,2,0
162,1,184,174,1,2,0
163,1,185,174,2,2,1
164,1,186,174,1,2,0
165,1,187,174,2,2,1
166,1,188,174,1,2,0
167,1,189,174,2,2,1
168,1,190,174,2,2,1
169,1,191,174,2,2,1
170,1,192,174,2,2,1
171,1,193,174,2,2,1
172,1,194,174,1,2,0
173,1,195,174,1,2,0
174,1,196,174,1,2,0
175,1,197,174,2,2,1
176,1,198,174,2,2,1
177,1,199,174,2,2,1
178,1,200,174,1,2,0
179,2,201,172,8,6,1
180,2,202,172,8,6,1
181,2,203,172,8,6,1
182,2,204,172,6,6,1
183,2,205,172,6,6,1
184,2,206,172,4,4,1
185,2,207,172,4,4,1
186,2,208,172,4,4,1
187,2,209,172,4,4,1
188,2,210,172,2,2,1
189,2,211,172,4,4,1
190,2,212,172,4,4,1
191,2,213,172,4,4,1
192,2,214,172,4,4,1
193,2,215,172,2,2,1
194,2,216,172,4,4,1
195,2,217,172,4,4,1
196,2,218,172,4,4,1
197,2,219,172,2,2,1
198,2,220,172,1,2,0
199,2,221,172,6,6,1
200,2,222,172,4,4,1
201,2,223,172,4,4,1
202,2,224,172,4,4,1
203,2,225,172,2,2,1
204,2,226,172,2,2,1
205,2,227,172,1,2,0
206,2,228,172,1,2,0
207,2,229,172,1,2,0
208,2,230,172,1,2,0
209,3,231,173,8,6,1
210,3,232,173,8,6,1
211,3,233,173,8,6,1
212,3,234,173,8,6,1
213,3,235,173,6,6,1
214,3,236,173,6,6,1
215,3,237,173,6,6,1
216,3,238,173,4,4,1
217,3,239,173,4,4,1
218,3,240,173,4,4,1
219,3,241,173,8,6,1
220,3,242,173,8,6,1
221,3,243,173,8,6,1
222,3,244,173,8,6,1
223,3,245,173,6,6,1
224,3,246,173,6,6,1
225,3,247,173,6,6,1
226,3,248,173,4,4,1
227,3,249,173,4,4,1
228,3,250,173,4,4,1
229,3,251,173,4,4,1
230,3,252,173,4,4,1
231,3,253,173,2,2,1
232,3,254,173,1,2,0
233,3,255,173,2,2,1
234,3,256,173,4,4,1
235,3,257,173,2,2,1
236,3,258,173,1,2,0
237,3,259,173,1,2,0
238,3,260,173,1,2,0
239,3,261,173,4,4,1
240,3,262,173,4,4,1
241,3,263,173,4,4,1
242,3,264,173,4,4,1
243,3,265,173,2,2,1
244,3,266,173,2,2,1
245,3,267,173,1,2,0
246,3,268,173,1,2,0
247,3,269,173,1,2,0
248,3,270,173,1,2,0
249,4,271,175,6,6,1
250,4,272,175,4,4,1
251,4,273,175,4,4,1
252,4,274,175,2,2,1
253,4,275,175,1,2,0
254,4,276,175,1,2,0
255,4,277,175,4,4,1
256,4,278,175,2,2,1
257,4,279,175,4,4,1
258,4,280,175,4,4,1
259,4,281,175,1,2,0
260,4,282,175,4,4,1
261,4,283,175,2,2,1
262,4,284,175,1,2,0
263,4,285,175,4,4,1
264,4,286,175,4,4,1
265,4,287,175,2,2,1
266,4,288,175,1,2,0
267,4,289,175,1,2,0
268,4,290,175,4,4,1
269,4,291,175,2,2,1
270,4,292,175,1,2,0
271,4,293,175,2,2,1
272,4,294,175,1,2,0
273,4,295,175,1,2,0
274,4,296,175,6,6,1
275,4,297,175,8,6,1
276,4,298,175,4,4,1
277,4,299,175,1,2,0
278,4,300,175,2,2,1
279,4,301,175,1,2,0
280,4,302,175,4,4,1
281,4,303,175,2,2,1
282,4,304,175,1,2,0
283,4,305,175,2,2,1
284,4,306,175,1,2,0
285,4,307,175,4,4,1
286,4,308,175,4,4,1
287,4,309,175,2,2,1
288,4,310,175,1,2,0
289,0,311,176,1,2,0
290,1,312,174,1,2,0
