id,name,res,img,group,minLevel,maxLevel,hp,rank,week,equipId1,equipRate1,equipNum1,equipId2,equipRate2,equipNum2,equipId3,equipRate3,equipNum3,itemId1,itemRate1,minItemNum1,maxItemNum1,itemId2,itemRate2,minItemNum2,maxItemNum2,itemId3,itemRate3,minItemNum3,maxItemNum3,furnitureId,furnitureRate,furnitureNum,valuableId,valuableRate,valuableNum,skillId,skillRate,skillNum,jobId,jobRate,jobNum,flag
10,Vegetable Pouch,27,53,100,150,999,465,-1,-1,-1,0,0,-1,0,0,-1,0,0,101,100,1,3,102,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
11,Seed Pouch,27,52,100,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
12,Seed Pouch,27,52,100,50,999,165,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
13,Seed Pouch,27,52,100,150,999,465,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
14,Seed Pouch,27,52,100,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
15,Wooden Box,27,66,100,1,100,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
16,Wooden Box,27,66,100,10,500,45,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
17,Wooden Box,27,66,100,50,999,165,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
18,Wooden Box,27,66,100,100,999,315,-1,-1,-1,0,0,-1,0,0,-1,0,0,4,100,1,3,75,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
19,Golden Barrel,27,65,100,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,5,100,1,3,133,70,1,3,13,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
20,Fruit Pouch,27,48,101,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,108,100,1,3,109,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
21,Fruit Pouch,27,48,101,25,999,90,-1,-1,-1,0,0,-1,0,0,-1,0,0,110,100,1,3,111,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
22,Fruit Pouch,27,48,101,50,999,165,-1,-1,-1,0,0,-1,0,0,-1,0,0,112,100,1,3,113,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
23,Fruit Pouch,27,48,101,75,999,240,-1,-1,-1,0,0,-1,0,0,-1,0,0,114,100,1,3,115,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
24,Tool Box,27,47,100,1,100,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
25,Tool Box,27,47,100,10,500,45,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
26,Vegetable Pouch,27,53,101,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,103,100,1,3,104,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
27,Vegetable Pouch,27,53,101,40,999,135,-1,-1,-1,0,0,-1,0,0,-1,0,0,105,100,1,3,106,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
28,Seed Pouch,27,52,101,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
29,Seed Pouch,27,52,101,25,999,90,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
30,Seed Pouch,27,52,101,50,999,165,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
31,Seed Pouch,27,52,101,80,999,255,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
32,Sack of Grass,27,50,101,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,85,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
33,Sack of Grass,27,50,101,25,999,90,-1,-1,-1,0,0,-1,0,0,-1,0,0,88,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
34,Sack of Grass,27,50,101,50,999,165,-1,-1,-1,0,0,-1,0,0,-1,0,0,85,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
35,Sack of Grass,27,50,101,75,999,240,-1,-1,-1,0,0,-1,0,0,-1,0,0,88,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
36,Wooden Box,27,67,101,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
37,Wooden Box,27,67,101,25,999,90,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
38,Wooden Box,27,67,101,50,999,165,-1,-1,-1,0,0,-1,0,0,-1,0,0,4,100,1,3,75,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
39,Golden Barrel,27,65,101,120,999,375,-1,-1,-1,0,0,-1,0,0,-1,0,0,5,100,1,3,133,70,1,3,13,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
40,Sack of Grass,27,50,102,1,100,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,85,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
41,Sack of Grass,27,50,102,40,999,135,-1,-1,-1,0,0,-1,0,0,-1,0,0,89,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
42,Sack of Grass,27,50,102,120,999,375,-1,-1,-1,0,0,-1,0,0,-1,0,0,85,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
43,Sack of Grass,27,50,102,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,90,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
44,Seed Pouch,27,52,102,1,100,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
45,Seed Pouch,27,52,102,20,999,75,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
46,Seed Pouch,27,52,102,50,999,165,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
47,Seed Pouch,27,52,102,80,999,255,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
48,Seed Pouch,27,52,102,150,999,465,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
49,Tool Box,27,47,102,1,100,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,76,100,1,3,78,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
50,Tool Box,27,47,102,20,999,75,-1,-1,-1,0,0,-1,0,0,-1,0,0,76,100,1,3,79,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
51,Tool Box,27,47,102,50,999,165,-1,-1,-1,0,0,-1,0,0,-1,0,0,78,100,1,3,79,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
52,Tool Box,27,47,102,80,999,255,-1,-1,-1,0,0,-1,0,0,-1,0,0,76,100,1,3,79,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
53,Tool Box,27,47,102,150,999,465,-1,-1,-1,0,0,-1,0,0,-1,0,0,78,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
54,Tool Box,27,47,102,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,76,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
55,Wooden Box,27,68,102,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,82,100,1,3,83,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
56,Wooden Box,27,68,102,20,999,75,-1,-1,-1,0,0,-1,0,0,-1,0,0,82,100,1,3,83,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
57,Wooden Box,27,68,102,50,999,165,-1,-1,-1,0,0,-1,0,0,-1,0,0,82,100,1,3,84,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
58,Wooden Box,27,68,102,120,999,375,-1,-1,-1,0,0,-1,0,0,-1,0,0,4,100,1,3,75,70,1,3,12,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
59,Golden Barrel,27,65,102,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,5,100,1,3,133,70,1,3,13,15,1,3,99,5,3,-1,0,0,-1,0,0,-1,0,0,0
60,Tool Box,27,47,103,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,79,100,1,3,75,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
61,Tool Box,27,47,103,20,999,75,-1,-1,-1,0,0,-1,0,0,-1,0,0,79,100,1,3,80,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
62,Tool Box,27,47,103,30,999,105,-1,-1,-1,0,0,-1,0,0,-1,0,0,79,100,1,3,80,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
63,Tool Box,27,47,103,45,999,150,-1,-1,-1,0,0,-1,0,0,-1,0,0,79,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
64,Fruit Pouch,27,48,103,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,111,100,1,3,112,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
65,Fruit Pouch,27,48,103,20,999,75,-1,-1,-1,0,0,-1,0,0,-1,0,0,113,100,1,3,114,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
66,Fruit Pouch,27,48,103,30,999,105,-1,-1,-1,0,0,-1,0,0,-1,0,0,115,100,1,3,116,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
67,Fruit Pouch,27,48,103,45,999,150,-1,-1,-1,0,0,-1,0,0,-1,0,0,110,100,1,3,111,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
68,Meat Pouch,27,49,103,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
69,Meat Pouch,27,49,103,20,999,75,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
70,Meat Pouch,27,49,103,30,999,105,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
71,Meat Pouch,27,49,103,45,999,150,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
72,Sack of Grass,27,50,103,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,91,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
73,Sack of Grass,27,50,103,20,999,75,-1,-1,-1,0,0,-1,0,0,-1,0,0,92,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
74,Sack of Grass,27,50,103,30,999,105,-1,-1,-1,0,0,-1,0,0,-1,0,0,91,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
75,Sack of Grass,27,50,103,45,999,150,-1,-1,-1,0,0,-1,0,0,-1,0,0,95,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
76,Wooden Box,27,69,103,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,100,5,3,-1,0,0,-1,0,0,-1,0,0,0
77,Wooden Box,27,69,103,20,999,75,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,100,5,3,-1,0,0,-1,0,0,-1,0,0,0
78,Wooden Box,27,69,103,30,999,105,-1,-1,-1,0,0,-1,0,0,-1,0,0,4,100,1,3,75,70,1,3,12,15,1,3,100,5,3,-1,0,0,-1,0,0,-1,0,0,0
79,Golden Barrel,27,65,103,45,999,150,-1,-1,-1,0,0,-1,0,0,-1,0,0,5,100,1,3,133,70,1,3,13,15,1,3,100,5,3,-1,0,0,-1,0,0,-1,0,0,0
80,Tool Box,27,47,104,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,78,100,1,3,80,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
81,Tool Box,27,47,104,80,999,255,-1,-1,-1,0,0,-1,0,0,-1,0,0,78,100,1,3,79,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
82,Tool Box,27,47,104,140,999,435,-1,-1,-1,0,0,-1,0,0,-1,0,0,78,100,1,3,79,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
83,Tool Box,27,47,104,180,999,555,-1,-1,-1,0,0,-1,0,0,-1,0,0,78,100,1,3,80,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
84,Tool Box,27,47,104,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,78,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
85,Sack of Grass,27,50,104,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,93,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
86,Sack of Grass,27,50,104,80,999,255,-1,-1,-1,0,0,-1,0,0,-1,0,0,94,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
87,Sack of Grass,27,50,104,140,999,435,-1,-1,-1,0,0,-1,0,0,-1,0,0,93,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
88,Sack of Grass,27,50,104,180,999,555,-1,-1,-1,0,0,-1,0,0,-1,0,0,94,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
89,Sack of Grass,27,50,104,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,93,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
90,Vegetable Pouch,27,53,104,100,999,315,-1,-1,-1,0,0,-1,0,0,-1,0,0,98,100,1,3,99,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
91,Vegetable Pouch,27,53,104,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,102,100,1,3,106,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
92,Seafood Pouch,27,51,104,80,999,255,-1,-1,-1,0,0,-1,0,0,-1,0,0,118,100,1,3,119,70,1,3,120,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
93,Seafood Pouch,27,51,104,160,999,495,-1,-1,-1,0,0,-1,0,0,-1,0,0,118,100,1,3,119,70,1,3,120,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
94,Seafood Pouch,27,51,104,210,999,645,-1,-1,-1,0,0,-1,0,0,-1,0,0,118,100,1,3,119,70,1,3,120,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
95,Wooden Box,27,70,104,90,999,285,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
96,Wooden Box,27,70,104,130,999,405,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
97,Wooden Box,27,70,104,170,999,525,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,76,70,1,3,12,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
98,Wooden Box,27,70,104,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,4,100,1,3,75,70,1,3,12,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
99,Golden Barrel,27,65,104,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,5,100,1,3,133,70,1,3,13,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
100,Tool Box,27,47,105,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,83,100,1,3,82,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
101,Tool Box,27,47,105,60,999,195,-1,-1,-1,0,0,-1,0,0,-1,0,0,82,100,1,3,76,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
102,Tool Box,27,47,105,120,999,375,-1,-1,-1,0,0,-1,0,0,-1,0,0,84,100,1,3,83,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
103,Tool Box,27,47,105,180,999,555,-1,-1,-1,0,0,-1,0,0,-1,0,0,82,100,1,3,84,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
104,Sack of Grass,27,50,105,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,95,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
105,Sack of Grass,27,50,105,80,999,255,-1,-1,-1,0,0,-1,0,0,-1,0,0,95,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
106,Sack of Grass,27,50,105,130,999,405,-1,-1,-1,0,0,-1,0,0,-1,0,0,95,100,1,3,77,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
107,Seed Pouch,27,52,105,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
108,Seed Pouch,27,52,105,150,999,465,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
109,Seed Pouch,27,52,105,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
110,Meat Pouch,27,49,105,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
111,Meat Pouch,27,49,105,60,999,195,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
112,Meat Pouch,27,49,105,180,999,555,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
113,Meat Pouch,27,49,105,240,999,735,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
114,Wooden Box,27,71,105,80,999,255,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,80,70,1,3,12,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
115,Wooden Box,27,71,105,130,999,405,-1,-1,-1,0,0,-1,0,0,-1,0,0,80,100,1,3,76,70,1,3,12,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
116,Wooden Box,27,71,105,190,999,585,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,79,70,1,3,12,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
117,Wooden Box,27,71,105,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,80,70,1,3,12,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
118,Wooden Box,27,71,105,250,999,765,-1,-1,-1,0,0,-1,0,0,-1,0,0,4,100,1,3,75,70,1,3,12,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
119,Golden Barrel,27,65,105,260,999,795,-1,-1,-1,0,0,-1,0,0,-1,0,0,5,100,1,3,133,70,1,3,13,15,1,3,101,5,3,-1,0,0,-1,0,0,-1,0,0,0
120,Tool Box,27,47,106,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,79,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
121,Tool Box,27,47,106,120,999,375,-1,-1,-1,0,0,-1,0,0,-1,0,0,80,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
122,Tool Box,27,47,106,180,999,555,-1,-1,-1,0,0,-1,0,0,-1,0,0,78,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
123,Tool Box,27,47,106,240,999,735,-1,-1,-1,0,0,-1,0,0,-1,0,0,79,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
124,Tool Box,27,47,106,300,999,915,-1,-1,-1,0,0,-1,0,0,-1,0,0,80,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
125,Tool Box,27,47,106,350,999,1065,-1,-1,-1,0,0,-1,0,0,-1,0,0,78,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
126,Tool Box,27,47,106,450,999,1365,-1,-1,-1,0,0,-1,0,0,-1,0,0,75,100,1,3,81,70,1,3,2,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
127,Meat Pouch,27,49,106,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
128,Meat Pouch,27,49,106,200,999,615,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
129,Meat Pouch,27,49,106,350,999,1065,-1,-1,-1,0,0,-1,0,0,-1,0,0,128,100,1,3,129,70,1,3,3,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
130,Seed Pouch,27,52,106,1,999,18,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
131,Seed Pouch,27,52,106,300,999,915,-1,-1,-1,0,0,-1,0,0,-1,0,0,71,100,1,3,72,70,1,3,1,15,1,3,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0
