id,name,res,img,group,source,minLevel,maxLevel,hp,rank,week,equipId1,equip1,equipRate1,equipNum1,equipId2,equip2,equipRate2,equipNum2,equipId3,equip3,equipRate3,equipNum3,itemId1,item1,itemRate1,minItemNum1,maxItemNum1,itemId2,item2,itemRate2,minItemNum2,maxItemNum2,itemId3,item3,itemRate3,minItemNum3,maxItemNum3,furnitureId,furniture,furnitureRate,furnitureNum,valuableId,valuable,valuableRate,valuableNum,skillId,skill,skillRate,skillNum,jobId,job,jobRate,jobNum,flag,summary
20,Fruit Pouch,27,48,101,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,108,Berry,100,1,3,109,Orange,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Berry, 70% 1 - 3 Orange, 15% 1 - 3 Food"
21,Fruit Pouch,27,48,101,,25,999,90,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,110,Apple,100,1,3,111,Banana,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Apple, 70% 1 - 3 Banana, 15% 1 - 3 Food"
22,Fruit Pouch,27,48,101,,50,999,165,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,112,Pear,100,1,3,113,Strawberry,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Pear, 70% 1 - 3 Strawberry, 15% 1 - 3 Food"
23,Fruit Pouch,27,48,101,,75,999,240,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,114,Grapes,100,1,3,115,Melon,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Grapes, 70% 1 - 3 Melon, 15% 1 - 3 Food"
24,Tool Box,27,47,100,,1,100,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,75,Sturdy Board,100,1,3,76,Large Nail,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Sturdy Board, 70% 1 - 3 Large Nail, 15% 1 - 3 Wood"
25,Tool Box,27,47,100,,10,500,45,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,75,Sturdy Board,100,1,3,76,Large Nail,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Sturdy Board, 70% 1 - 3 Large Nail, 15% 1 - 3 Wood"
26,Vegetable Pouch,27,53,101,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,103,Cabbage,100,1,3,104,Tomato,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Cabbage, 70% 1 - 3 Tomato, 15% 1 - 3 Grass"
27,Vegetable Pouch,27,53,101,,40,999,135,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,105,Sweetcorn,100,1,3,106,Garlic,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Sweetcorn, 70% 1 - 3 Garlic, 15% 1 - 3 Grass"
28,Seed Pouch,27,52,101,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,71,Farm Produce,100,1,3,72,Nuts,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Farm Produce, 70% 1 - 3 Nuts, 15% 1 - 3 Grass"
29,Seed Pouch,27,52,101,,25,999,90,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,71,Farm Produce,100,1,3,72,Nuts,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Farm Produce, 70% 1 - 3 Nuts, 15% 1 - 3 Grass"
30,Seed Pouch,27,52,101,,50,999,165,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,71,Farm Produce,100,1,3,72,Nuts,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Farm Produce, 70% 1 - 3 Nuts, 15% 1 - 3 Grass"
31,Seed Pouch,27,52,101,,80,999,255,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,71,Farm Produce,100,1,3,72,Nuts,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Farm Produce, 70% 1 - 3 Nuts, 15% 1 - 3 Grass"
32,Sack of Grass,27,50,101,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,85,Medicinal Herb,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Medicinal Herb, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
33,Sack of Grass,27,50,101,,25,999,90,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,88,Fragrant Flower,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Fragrant Flower, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
34,Sack of Grass,27,50,101,,50,999,165,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,85,Medicinal Herb,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Medicinal Herb, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
35,Sack of Grass,27,50,101,,75,999,240,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,88,Fragrant Flower,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Fragrant Flower, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
36,Wooden Box,27,67,101,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,75,Sturdy Board,100,1,3,76,Large Nail,70,1,3,12,Copper Coin,15,1,3,99,Wall: Fence,5,3,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Sturdy Board, 70% 1 - 3 Large Nail, 15% 1 - 3 Copper Coin, 5% 3 Wall: Fence"
37,Wooden Box,27,67,101,,25,999,90,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,75,Sturdy Board,100,1,3,76,Large Nail,70,1,3,12,Copper Coin,15,1,3,99,Wall: Fence,5,3,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Sturdy Board, 70% 1 - 3 Large Nail, 15% 1 - 3 Copper Coin, 5% 3 Wall: Fence"
38,Wooden Box,27,67,101,,50,999,165,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,4,Ore,100,1,3,75,Sturdy Board,70,1,3,12,Copper Coin,15,1,3,99,Wall: Fence,5,3,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Ore, 70% 1 - 3 Sturdy Board, 15% 1 - 3 Copper Coin, 5% 3 Wall: Fence"
39,Golden Barrel,27,65,101,,120,999,375,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,5,Mystic Ore,100,1,3,133,Veggie Juice,70,1,3,13,Silver Coin,15,1,3,99,Wall: Fence,5,3,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Mystic Ore, 70% 1 - 3 Veggie Juice, 15% 1 - 3 Silver Coin, 5% 3 Wall: Fence"
40,Sack of Grass,27,50,102,,1,100,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,85,Medicinal Herb,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Medicinal Herb, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
41,Sack of Grass,27,50,102,,40,999,135,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,89,Vitality Bottle,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Vitality Bottle, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
42,Sack of Grass,27,50,102,,120,999,375,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,85,Medicinal Herb,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Medicinal Herb, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
43,Sack of Grass,27,50,102,,200,999,615,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,90,Magic Bottle,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Magic Bottle, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
44,Seed Pouch,27,52,102,,1,100,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,71,Farm Produce,100,1,3,72,Nuts,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Farm Produce, 70% 1 - 3 Nuts, 15% 1 - 3 Grass"
45,Seed Pouch,27,52,102,,20,999,75,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,71,Farm Produce,100,1,3,72,Nuts,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Farm Produce, 70% 1 - 3 Nuts, 15% 1 - 3 Grass"
46,Seed Pouch,27,52,102,,50,999,165,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,71,Farm Produce,100,1,3,72,Nuts,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Farm Produce, 70% 1 - 3 Nuts, 15% 1 - 3 Grass"
47,Seed Pouch,27,52,102,,80,999,255,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,71,Farm Produce,100,1,3,72,Nuts,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Farm Produce, 70% 1 - 3 Nuts, 15% 1 - 3 Grass"
48,Seed Pouch,27,52,102,,150,999,465,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,71,Farm Produce,100,1,3,72,Nuts,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Farm Produce, 70% 1 - 3 Nuts, 15% 1 - 3 Grass"
49,Tool Box,27,47,102,,1,100,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,76,Large Nail,100,1,3,78,High Grade Brick,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Large Nail, 70% 1 - 3 High Grade Brick, 15% 1 - 3 Wood"
50,Tool Box,27,47,102,,20,999,75,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,76,Large Nail,100,1,3,79,Iron Ore,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Large Nail, 70% 1 - 3 Iron Ore, 15% 1 - 3 Wood"
51,Tool Box,27,47,102,,50,999,165,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,78,High Grade Brick,100,1,3,79,Iron Ore,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 High Grade Brick, 70% 1 - 3 Iron Ore, 15% 1 - 3 Wood"
52,Tool Box,27,47,102,,80,999,255,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,76,Large Nail,100,1,3,79,Iron Ore,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Large Nail, 70% 1 - 3 Iron Ore, 15% 1 - 3 Wood"
53,Tool Box,27,47,102,,150,999,465,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,78,High Grade Brick,100,1,3,81,Gold Nugget,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 High Grade Brick, 70% 1 - 3 Gold Nugget, 15% 1 - 3 Wood"
54,Tool Box,27,47,102,,200,999,615,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,76,Large Nail,100,1,3,81,Gold Nugget,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Large Nail, 70% 1 - 3 Gold Nugget, 15% 1 - 3 Wood"
55,Wooden Box,27,68,102,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,82,Silk Cloth,100,1,3,83,Strong Cloth,70,1,3,12,Copper Coin,15,1,3,99,Wall: Fence,5,3,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Silk Cloth, 70% 1 - 3 Strong Cloth, 15% 1 - 3 Copper Coin, 5% 3 Wall: Fence"
56,Wooden Box,27,68,102,,20,999,75,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,82,Silk Cloth,100,1,3,83,Strong Cloth,70,1,3,12,Copper Coin,15,1,3,99,Wall: Fence,5,3,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Silk Cloth, 70% 1 - 3 Strong Cloth, 15% 1 - 3 Copper Coin, 5% 3 Wall: Fence"
57,Wooden Box,27,68,102,,50,999,165,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,82,Silk Cloth,100,1,3,84,Pretty Cloth,70,1,3,12,Copper Coin,15,1,3,99,Wall: Fence,5,3,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Silk Cloth, 70% 1 - 3 Pretty Cloth, 15% 1 - 3 Copper Coin, 5% 3 Wall: Fence"
58,Wooden Box,27,68,102,,120,999,375,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,4,Ore,100,1,3,75,Sturdy Board,70,1,3,12,Copper Coin,15,1,3,99,Wall: Fence,5,3,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Ore, 70% 1 - 3 Sturdy Board, 15% 1 - 3 Copper Coin, 5% 3 Wall: Fence"
59,Golden Barrel,27,65,102,,200,999,615,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,5,Mystic Ore,100,1,3,133,Veggie Juice,70,1,3,13,Silver Coin,15,1,3,99,Wall: Fence,5,3,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Mystic Ore, 70% 1 - 3 Veggie Juice, 15% 1 - 3 Silver Coin, 5% 3 Wall: Fence"
60,Tool Box,27,47,103,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,79,Iron Ore,100,1,3,75,Sturdy Board,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Iron Ore, 70% 1 - 3 Sturdy Board, 15% 1 - 3 Wood"
61,Tool Box,27,47,103,,20,999,75,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,79,Iron Ore,100,1,3,80,Bronze,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Iron Ore, 70% 1 - 3 Bronze, 15% 1 - 3 Wood"
62,Tool Box,27,47,103,,30,999,105,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,79,Iron Ore,100,1,3,80,Bronze,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Iron Ore, 70% 1 - 3 Bronze, 15% 1 - 3 Wood"
63,Tool Box,27,47,103,,45,999,150,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,79,Iron Ore,100,1,3,81,Gold Nugget,70,1,3,2,Wood,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Iron Ore, 70% 1 - 3 Gold Nugget, 15% 1 - 3 Wood"
64,Fruit Pouch,27,48,103,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,111,Banana,100,1,3,112,Pear,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Banana, 70% 1 - 3 Pear, 15% 1 - 3 Food"
65,Fruit Pouch,27,48,103,,20,999,75,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,113,Strawberry,100,1,3,114,Grapes,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Strawberry, 70% 1 - 3 Grapes, 15% 1 - 3 Food"
66,Fruit Pouch,27,48,103,,30,999,105,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,115,Melon,100,1,3,116,Pineapple,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Melon, 70% 1 - 3 Pineapple, 15% 1 - 3 Food"
67,Fruit Pouch,27,48,103,,45,999,150,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,110,Apple,100,1,3,111,Banana,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Apple, 70% 1 - 3 Banana, 15% 1 - 3 Food"
68,Meat Pouch,27,49,103,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,128,Meat On The Bone,100,1,3,129,Cut of Meat,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Meat On The Bone, 70% 1 - 3 Cut of Meat, 15% 1 - 3 Food"
69,Meat Pouch,27,49,103,,20,999,75,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,128,Meat On The Bone,100,1,3,129,Cut of Meat,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Meat On The Bone, 70% 1 - 3 Cut of Meat, 15% 1 - 3 Food"
70,Meat Pouch,27,49,103,,30,999,105,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,128,Meat On The Bone,100,1,3,129,Cut of Meat,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Meat On The Bone, 70% 1 - 3 Cut of Meat, 15% 1 - 3 Food"
71,Meat Pouch,27,49,103,,45,999,150,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,128,Meat On The Bone,100,1,3,129,Cut of Meat,70,1,3,3,Food,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Meat On The Bone, 70% 1 - 3 Cut of Meat, 15% 1 - 3 Food"
72,Sack of Grass,27,50,103,,1,999,18,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,91,Mage's Potion,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Mage's Potion, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
73,Sack of Grass,27,50,103,,20,999,75,-1,-1,-1,,0,0,-1,,0,0,-1,,0,0,92,Sorcerer's Potion,100,1,3,77,Strong Rope,70,1,3,1,Grass,15,1,3,-1,,0,0,-1,,0,0,-1,,0,0,-1,,0,0,0,"100% 1 - 3 Sorcerer's Potion, 70% 1 - 3 Strong Rope, 15% 1 - 3 Grass"
