299	10	25	31	80
300	10	26	4	80
301	10	27	29	95
302	10	28	2	100
303	10	29	27	95
304	10	30	11	95
305	10	31	28	75
306	10	32	13	80
307	11	11	29	90
308	11	12	9	70
309	11	13	32	100
310	11	14	19	90
311	11	15	30	100
312	11	16	23	90
313	11	17	27	100
314	11	18	14	60
315	11	19	32	80
316	11	20	15	75
317	11	21	28	65
318	11	22	8	75
319	11	23	29	100
320	11	24	20	70
321	11	25	30	95
322	11	26	1	80
323	11	27	31	100
324	11	28	3	95
325	11	29	27	60
326	11	30	12	65
327	11	31	29	75
328	11	32	10	70
329	12	12	28	65
330	12	13	17	90
331	12	14	30	100
332	12	15	6	70
333	12	16	31	70
334	12	17	18	80
335	12	18	32	90
336	12	19	24	95
337	12	20	30	60
338	12	21	7	90
339	12	22	27	95
340	12	23	16	70
341	12	24	28	65
342	12	25	22	65
343	12	26	31	95
344	12	27	21	75
345	12	28	32	80
346	12	29	5	60
347	12	30	28	75
348	12	31	13	95
349	12	32	27	100
350	13	13	2	100
351	13	14	29	65
352	13	15	11	75
353	13	16	31	100
354	13	17	4	95
355	13	18	29	100
356	13	19	9	100
357	13	20	32	70
358	13	21	19	70
359	13	22	30	75
360	13	23	1	100
361	13	24	27	60
362	13	25	14	100
363	13	26	28	90
364	13	27	15	70
365	13	28	32	90
366	13	29	8	60
367	13	30	29	70
368	13	31	20	65
369	13	32	30	65
370	14	14	23	65
371	14	15	31	65
372	14	16	3	80
373	14	17	27	80
374	14	18	12	90
375	14	19	29	75
376	14	20	10	90
377	14	21	28	95
378	14	22	18	100
379	14	23	30	75
380	14	24	6	90
381	14	25	31	90
382	14	26	17	65
383	14	27	32	80
384	14	28	24	70
385	14	29	30	100
386	14	30	7	80
387	14	31	27	100
388	14	32	16	65
389	15	15	28	100
390	15	16	22	80
391	15	17	31	95
392	15	18	21	65
393	15	19	32	80
394	15	20	5	100
395	15	21	28	90
396	15	22	4	95
397	15	23	27	65
398	15	24	2	65
399	15	25	29	90
400	15	26	11	90
401	15	27	29	100
402	15	28	13	75
403	15	29	31	90
404	15	30	9	70
405	15	31	32	65
406	15	32	19	95
407	16	16	30	75
408	16	17	23	80
409	16	18	27	70
410	16	19	14	90
411	16	20	32	95
412	16	21	15	65
413	16	22	28	80
414	16	23	8	70
415	16	24	29	80
416	16	25	20	100
417	16	26	30	75
418	16	27	1	65
419	16	28	31	80
420	16	29	3	65
421	16	30	27	95
422	16	31	17	75
423	16	32	29	95
424	17	17	10	65
425	17	18	28	80
426	17	19	18	65
427	17	20	30	80
428	17	21	6	60
429	17	22	31	65
430	17	23	12	80
431	17	24	32	80
432	17	25	24	80
433	17	26	30	65
434	17	27	7	90
435	17	28	27	65
436	17	29	16	70
437	17	30	28	90
438	17	31	22	80
439	17	32	31	80
440	18	18	21	70
441	18	19	32	95
442	18	20	5	70
443	18	21	28	80
444	18	22	4	80
445	18	23	27	80
446	18	24	2	60
447	18	25	29	70
448	18	26	11	90
449	18	27	29	75
450	18	28	13	90
451	18	29	31	80
452	18	30	9	65
453	18	31	32	95
454	18	32	19	95
455	19	19	30	65
456	19	20	23	100
457	19	21	27	90
458	19	22	14	75
459	19	23	32	65
460	19	24	15	90
461	19	25	28	65
462	19	26	8	70
463	19	27	29	65
464	19	28	20	95
465	19	29	30	100
466	19	30	1	70
467	19	31	27	65
468	19	32	3	60
469	20	20	31	70
470	20	21	12	70
471	20	22	29	90
472	20	23	10	95
473	20	24	28	65
474	20	25	18	70
475	20	26	30	80
476	20	27	21	70
477	20	28	31	95
478	20	29	17	75
479	20	30	32	80
480	20	31	24	65
481	20	32	30	65
482	21	21	7	75
483	21	22	27	75
484	21	23	16	80
485	21	24	28	70
486	21	25	22	70
487	21	26	31	95
488	21	27	6	80
489	21	28	32	80
490	21	29	5	100
491	21	30	28	65
492	21	31	4	65
493	21	32	27	70
494	22	22	2	100
495	22	23	29	90
496	22	24	11	90
497	22	25	31	65
498	22	26	13	65
499	22	27	29	100
500	22	28	9	95
501	22	29	32	80
502	22	30	19	80
503	22	31	30	80
504	22	32	23	80
505	23	23	27	95
506	23	24	14	75
507	23	25	32	80
508	23	26	15	70
509	23	27	29	95
510	23	28	8	70
511	23	29	28	90
512	23	30	20	70
513	23	31	30	80
514	23	32	1	65
515	24	24	31	100
516	24	25	3	70
517	24	26	27	80
518	24	27	12	100
519	24	28	29	75
520	24	29	10	95
521	24	30	28	100
522	24	31	18	100
523	24	32	30	80
524	25	25	6	65
525	25	26	31	75
526	25	27	17	95
527	25	28	30	100
528	25	29	24	95
529	25	30	32	65
530	25	31	7	65
531	25	32	27	100
532	26	26	16	75
533	26	27	28	65
534	26	28	22	90
535	26	29	31	65
536	26	30	21	95
537	26	31	32	100
538	26	32	5	65
539	27	27	28	70
540	27	28	4	65
541	27	29	30	80
542	27	30	2	95
543	27	31	29	95
544	27	32	11	90
545	28	28	31	60
546	28	29	13	70
547	28	30	29	90
548	28	31	9	70
549	28	32	31	95
550	29	29	19	80
551	29	30	32	90
552	29	31	23	75
553	29	32	27	65
554	30	30	14	70
555	30	31	32	80
556	30	32	15	90
557	31	31	28	75
558	31	32	8	65
559	32	32	2
