10	33	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	1200	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	観光客を迎え入れます。	-1	-1	-1	36700160
11	1	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	狭い土地です。	350	-1	-1	3146272
12	1	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	普通の土地です。	-1	-1	-1	3146784
13	1	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	広い土地です。	-1	-1	-1	3147808
14	1	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	超広い土地です。	-1	-1	-1	3149856
15	2	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	34	480	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	未使用	-1	-1	-1	3145761
16	20	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	--	-1	-1	-1	3145760
17	35	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	1	58	2	59	60	-1	0	50	500	0	15	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	3	-1	5	25	-1	-1	0	0	-1	-1	0	0	0	6	0	1	1	0	0	0	6	0	150	300	100	50	15	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	35	1	-1	街の中心となる施設です。	351	-1	-1	33554434
18	42	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	未使用	-1	-1	-1	36700192
19	40	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	未使用	-1	-1	-1	36700192
20	36	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	1	62	2	63	64	-1	0	100	600	0	15	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	未使用	352	-1	-1	36700192
21	43	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	未使用	-1	-1	-1	36700192
22	40	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	0	0	0	0	0	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	未使用	-1	-1	-1	36700192
23	21	10	6	0	1	0	0	0	0	6	0	10	0	0	0	0	2	1	1	-1	0	-1	0	29	240	15	315	10	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	10	5	25	-1	-1	0	0	-1	-1	0	0	3	6	0	1	0	0	0	0	6	0	80	14	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	30	1	-1	敵の侵入をちょっと防ぎます。	-1	-1	-1	0
24	21	10	6	0	0	2	0	0	0	6	0	0	18	0	0	0	2	1	1	-1	0	-1	0	27	960	40	430	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	12	5	25	-1	-1	0	0	-1	-1	0	0	3	6	0	0	2	0	0	0	6	0	15	80	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	30	1	-1	敵の侵入をそこそこ防ぎます。	-1	-1	-1	0
25	21	10	6	0	0	2	0	2	0	6	0	0	18	0	14	0	2	1	1	-1	0	-1	0	25	480	65	650	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	14	5	25	-1	-1	0	0	-1	-1	0	0	3	6	0	0	2	0	2	0	6	0	15	80	12	65	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	30	1	-1	敵の侵入を防ぎます。	-1	-1	-1	0
26	21	10	6	0	0	0	0	3	1	6	0	0	0	0	21	6	2	1	1	-1	0	-1	0	26	720	90	975	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	15	5	25	-1	-1	0	0	-1	-1	0	0	3	6	0	0	0	0	3	1	6	0	15	14	12	70	50	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	30	1	-1	敵の侵入をかなり防ぎます。	-1	-1	-1	0
27	58	10	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	1	1	-1	0	-1	0	28	720	35	640	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	-1	6	0	0	0	0	0	0	6	0	15	14	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	未使用	-1	-1	-1	3145760
28	41	10	6	0	1	3	0	0	0	6	0	10	27	0	0	0	2	1	1	-1	0	-1	0	35	240	25	600	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	3	-1	5	25	-1	-1	0	0	-1	-1	0	0	3	6	0	1	3	0	0	0	6	0	80	85	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	25	1	-1	防壁を出入りできます。	353	-1	-1	0
29	53	10	6	0	0	3	0	0	0	6	0	0	27	0	0	0	2	1	1	-1	0	-1	0	-1	720	15	560	0	7	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	19	5	25	0	22	2	15	-1	-1	0	0	4	6	0	0	3	0	0	0	6	0	15	85	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	250	1	-1	領地が少し広がる施設	354	-1	-1	33554434
30	59	10	6	0	3	4	0	0	0	6	0	30	36	0	0	0	2	1	1	-1	0	-1	0	-1	240	25	600	0	8	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	18	5	25	0	22	2	15	-1	-1	0	0	4	6	0	3	4	0	0	0	6	0	90	90	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	250	1	-1	領地が少し広がる施設	355	-1	-1	33554434
31	16	10	6	0	5	8	0	0	0	6	0	50	72	0	0	0	2	1	1	-1	0	-1	0	-1	720	40	660	0	10	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	20	5	25	0	22	2	15	-1	-1	0	0	4	6	0	5	8	0	0	0	6	0	100	110	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	350	1	-1	領地が少し広がる施設	356	-1	-1	33562626
32	16	10	6	0	7	11	0	0	0	6	0	70	99	0	0	0	2	1	1	-1	0	-1	0	-1	1200	65	760	0	12	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	21	5	25	0	22	2	15	-1	-1	0	0	4	6	0	7	11	0	0	0	6	0	110	125	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	500	1	-1	領地が少し広がる施設	357	-1	-1	33562626
33	17	10	6	0	2	0	0	0	0	6	0	20	0	0	0	0	2	1	1	0	0	-1	0	19	1440	15	515	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	5	6	0	2	0	0	0	0	6	0	85	14	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	200	1	-1	街の<pic=grass>を保管する施設	-1	-1	-1	0
34	17	10	6	0	0	0	2	0	0	6	0	0	0	16	0	0	2	1	1	2	0	-1	0	20	960	15	515	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	5	6	0	0	0	2	0	0	6	0	15	14	70	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	180	1	-1	街の<pic=food>を保管する施設	-1	-1	-1	0
35	17	10	6	0	0	2	0	0	0	6	0	0	18	0	0	0	2	1	1	1	0	-1	0	16	720	15	515	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	5	6	0	0	2	0	0	0	6	0	15	80	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	160	1	-1	街の<pic=wood>を保管する施設	-1	-1	-1	0
36	17	10	6	0	0	0	0	2	0	6	0	0	0	0	14	0	2	1	1	3	0	-1	0	17	720	15	515	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	5	6	0	0	0	0	2	0	6	0	15	14	12	65	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	140	1	-1	街の<pic=iron>を保管する施設	-1	-1	-1	0
37	17	10	6	0	0	0	0	0	2	6	0	0	0	0	0	12	2	1	1	4	0	-1	0	18	1440	15	515	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	5	6	0	0	0	0	0	2	6	0	15	14	12	10	55	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	120	1	-1	街の<pic=magic>を保管する施設	-1	-1	-1	0
38	17	10	6	0	2	0	0	0	0	6	0	20	0	0	0	0	2	1	1	7	0	-1	0	49	1440	30	530	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	5	6	0	2	0	0	0	0	6	0	85	14	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	100	1	-1	街のアイテムを保管する施設	358	-1	-1	0
39	17	10	6	0	0	2	1	0	0	6	0	0	18	8	0	0	2	1	1	5	0	-1	0	47	1440	30	530	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	5	6	0	0	2	1	0	0	6	0	15	80	65	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	80	1	-1	エナジーを保管する施設	359	-1	-1	0
40	17	10	6	0	0	1	0	2	0	6	0	0	9	0	14	0	2	1	1	6	0	-1	0	48	1440	30	530	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	5	6	0	0	1	0	2	0	6	0	15	75	12	65	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	60	1	-1	宝物を保管する施設	360	-1	-1	0
41	22	10	6	0	3	5	0	0	0	6	0	30	45	0	0	0	2	1	1	-1	0	-1	0	22	960	10	510	0	0	300	23	-5	-8	9	1	3	10	10	10	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	5	8	2	5	8	2	5	8	2	5	8	2	5	8	3	-1	5	25	-1	-1	0	0	-1	-1	0	0	5	6	0	0	0	0	0	0	6	0	15	14	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	5	5	1	0	0	0	-1	0	0	0	0	50	1	25	たまに水産物がみつかります	361	-1	-1	137363492
42	18	10	6	0	1	0	2	0	0	6	0	10	0	16	0	0	2	1	1	89	0	-1	0	24	480	10	510	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	3	-1	5	25	-1	-1	0	0	-1	-1	0	0	6	6	0	1	0	2	0	0	6	0	80	14	70	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	8	99	71	1	0	0	0	100	1	-1	<pic=grass>を入手する施設	362	-1	-1	0
43	18	10	6	0	1	3	0	0	0	6	0	10	27	0	0	0	2	1	1	92	0	-1	0	24	480	10	510	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	3	-1	5	25	-1	-1	0	0	-1	-1	0	0	6	6	0	1	3	0	0	0	6	0	80	85	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	8	99	72	1	0	0	0	100	1	-1	<pic=wood>を入手する施設	363	-1	-1	0
44	25	10	6	0	5	10	0	0	0	6	0	50	90	0	0	0	2	1	1	-1	0	-1	0	21	480	10	510	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	3	-1	5	25	-1	-1	0	0	-1	-1	0	0	6	6	0	5	10	0	0	0	6	0	100	120	12	10	8	120	129600	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	100	1	-1	酪農家が<pic=food>を入手する施設	364	-1	-1	3145728
45	62	10	6	0	0	3	0	5	0	6	0	0	27	0	35	0	2	1	1	3	0	-1	0	-1	1440	10	510	0	0	0	0	0	0	0	1	3	0	0	0	13	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	6	6	0	0	3	0	5	0	6	0	15	85	12	80	8	120	129600	20	150	900	900	-1	0	0	1	5	30	10	3	0	0	0	-1	0	0	0	0	100	1	-1	<pic=iron>を入手する施設	365	-1	-1	3153920
