41	ﾜｲﾛﾌﾟﾘﾝ	4	0	0	-1	-1	4	-1	1	4	-1	2	2	40	15	全員に全経験値をﾌﾟﾚｾﾞﾝﾄ	全員の全種類のEXPが<br><0> 増えた	8	34	200	200	-1	0	0	0	-1	0	0	0	0	0	32864
42	ｶｲﾛﾊﾟﾌｪｹｰｷ	4	0	0	-1	-1	5	-1	2	4	-1	2	2	70	5	全員に全経験値をﾌﾟﾚｾﾞﾝﾄ	全員の全種類のEXPが<br><0> 増えた	8	34	500	500	-1	0	0	0	-1	0	0	0	0	0	32864
43	ﾜｲﾛﾊﾟﾌｪｹｰｷ	4	0	0	-1	-1	5	-1	3	4	-1	2	2	70	5	全員に全経験値をﾌﾟﾚｾﾞﾝﾄ	全員の全種類のEXPが<br><0> 増えた	8	34	500	500	-1	0	0	0	-1	0	0	0	0	0	32864
44	HPの源	4	0	0	1	-1	4	-1	3	2	-1	2	2	40	15	全員にHPの経験値をﾌﾟﾚｾﾞﾝﾄ	全員のHPのEXPが<br><0> 増えた	8	10	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
45	MPの源	4	0	0	1	-1	4	-1	4	2	-1	2	2	40	15	全員にMPの経験値をﾌﾟﾚｾﾞﾝﾄ	全員のMPのEXPが<br><0> 増えた	8	11	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
46	元気の源	4	0	0	1	-1	4	-1	5	2	-1	2	2	40	15	全員に元気の経験値をﾌﾟﾚｾﾞﾝﾄ	全員の元気のEXPが<br><0> 増えた	8	12	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
47	力の源	4	0	0	1	-1	4	-1	6	2	-1	2	2	40	15	全員に攻撃の経験値をﾌﾟﾚｾﾞﾝﾄ	全員の攻撃のEXPが<br><0> 増えた	8	13	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
48	守りの源	4	0	0	1	-1	4	-1	7	2	-1	2	2	40	15	全員に防御の経験値をﾌﾟﾚｾﾞﾝﾄ	全員の防御のEXPが<br><0> 増えた	8	14	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
49	早さの源	4	0	0	1	-1	4	-1	8	2	-1	2	2	40	15	全員に早さの経験値をﾌﾟﾚｾﾞﾝﾄ	全員の早さのEXPが<br><0> 増えた	8	15	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
50	運の源	4	0	0	1	-1	4	-1	9	2	-1	2	2	40	15	全員に運の経験値をﾌﾟﾚｾﾞﾝﾄ	全員の運のEXPが<br><0> 増えた	8	16	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
51	奇跡のｶﾅﾂﾞﾁ	4	0	0	1	-1	3	-1	4	0	2	2	1	20	20	工事中の建築がすぐ完了します	建築が完了した	5	3	1	1	-1	0	0	0	-1	0	0	0	0	0	352
52	知恵の源	4	0	0	1	-1	4	-1	0	3	-1	2	2	40	15	全員に頭脳の経験値をﾌﾟﾚｾﾞﾝﾄ	全員の頭脳のEXPが<br><0> 増えた	8	18	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
53	手先の源	4	0	0	1	-1	4	-1	1	3	-1	2	2	40	15	全員に器用の経験値をﾌﾟﾚｾﾞﾝﾄ	全員の器用のEXPが<br><0> 増えた	8	19	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
54	採集の源	4	0	0	1	-1	4	-1	2	3	-1	2	2	40	15	全員に採集の経験値をﾌﾟﾚｾﾞﾝﾄ	全員の採集のEXPが<br><0> 増えた	8	20	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
55	移動の源	4	0	0	1	-1	4	-1	3	3	-1	2	2	40	15	全員に移動の経験値をﾌﾟﾚｾﾞﾝﾄ	全員の移動のEXPが<br><0> 増えた	8	21	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
56	愛の源	4	0	0	1	-1	4	-1	4	3	-1	2	2	40	15	全員に愛情の経験値をﾌﾟﾚｾﾞﾝﾄ	全員の愛情のEXPが<br><0> 増えた	8	22	35	35	-1	0	0	0	-1	0	0	0	0	0	32864
57	ｽﾋﾟｰﾄﾞ靴	4	0	0	1	-1	4	-1	0	0	-1	2	2	40	15	一時的に全住民の移動速度UP	移動速度が一時的に<br>アップしました！	5	5	300	300	-1	0	0	0	-1	0	0	0	0	0	96
58	恵みの雨	4	0	0	1	-1	5	-1	6	4	-1	2	2	70	5	荒地がもとの自然に戻ります	全ての荒地が<br>回復した！	5	7	1	1	-1	0	0	0	-1	0	0	0	0	0	96
59	全資源袋	4	0	0	1	-1	5	-1	2	0	-1	2	2	70	5	全ての街の資源	全ての資源が<br>満タンになった	7	0	100	100	-1	0	0	0	-1	0	0	0	0	0	96
60	<pic=grass>袋	4	0	0	1	-1	2	-1	5	3	-1	2	1	10	20	特定の資源が満タンになります	<pic=grass>が満タンになった	7	1	100	100	-1	0	0	0	-1	0	0	0	0	0	96
61	<pic=wood>袋	4	0	0	1	-1	3	-1	6	3	-1	2	1	20	20	特定の資源が満タンになります	<pic=wood>が満タンになった	7	2	100	100	-1	0	0	0	-1	0	0	0	0	0	96
62	<pic=food>袋	4	0	0	1	-1	3	-1	7	3	-1	2	1	20	20	特定の資源が満タンになります	<pic=food>が満タンになった	7	3	100	100	-1	0	0	0	-1	0	0	0	0	0	96
63	<pic=iron>袋	4	0	0	1	-1	4	-1	8	3	-1	2	2	40	15	特定の資源が満タンになります	<pic=iron>が満タンになった	7	4	100	100	-1	0	0	0	-1	0	0	0	0	0	96
64	<pic=magic>袋	4	0	0	1	-1	4	-1	9	3	-1	2	2	40	15	特定の資源が満タンになります	<pic=magic>が満タンになった	7	5	100	100	-1	0	0	0	-1	0	0	0	0	0	96
65	ｽｷﾙｽﾛｯﾄUP	4	0	0	1	-1	5	-1	4	4	-1	2	2	70	5	指定住民のスキルスロットが<br>1つ増えます。	スキルスロットが<br>1 増えた！	9	0	1	1	-1	0	0	0	-1	0	0	0	0	0	104
66	銅ﾄﾛﾌｨ	4	0	0	2	-1	2	-1	5	0	-1	2	1	10	20	主にﾄﾛﾌｨｰ室でもらえる<br>観賞用	じっくり眺めた	0	0	1	1	-1	0	0	0	-1	0	0	0	0	0	2152
67	銀ﾄﾛﾌｨ	4	0	0	2	-1	3	-1	6	0	-1	2	1	20	20	主にﾄﾛﾌｨｰ室でもらえる<br>観賞用	じっくり眺めた	0	0	1	1	-1	0	0	0	-1	0	0	0	0	0	2152
68	金ﾄﾛﾌｨ	4	0	0	2	-1	4	-1	7	0	-1	2	2	40	15	主にﾄﾛﾌｨｰ室でもらえる<br>観賞用	じっくり眺めた	0	0	1	1	-1	0	0	0	-1	0	0	0	0	0	2152
69	ｶｲﾛ聖杯	4	0	0	2	-1	5	-1	8	0	-1	2	2	70	5	主にﾄﾛﾌｨｰ室でもらえる<br>観賞用	じっくり眺めた	0	0	1	1	-1	0	0	0	-1	0	0	0	0	0	2152
70	勇気の王冠	4	0	0	2	-1	5	-1	9	0	-1	2	2	70	5	主にﾄﾛﾌｨｰ室でもらえる<br>観賞用	じっくり眺めた	0	0	1	1	-1	0	0	0	-1	0	0	0	0	0	2152
71	畑の実	5	1	0	-1	1	2	5	3	0	1	2	1	50	40	未使用	未使用	2	19	10	15	2	8	7	0	-1	0	2	15	9	0	270954
72	木の実	5	1	0	-1	1	2	5	4	0	1	2	1	50	40	未使用	未使用	2	19	10	15	2	8	7	0	-1	0	2	15	9	0	270954
73	王国の旗	5	1	0	-1	-1	6	5	5	0	1	2	3	50	20	未使用	未使用	2	10	100	150	3	25	70	0	-1	0	16	150	37	0	270954
74	王国の天然水	5	1	0	-1	20	3	5	6	0	1	2	1	15	30	未使用	未使用	2	32	35	52	1	12	24	0	-1	0	6	52	17	0	328298
75	丈夫な板	5	1	0	-1	2	2	5	0	1	1	2	1	15	40	未使用	未使用	2	12	10	15	3	8	7	0	-1	0	2	15	9	0	270954
76	大きいクギ	5	1	0	-1	2	2	5	1	1	1	2	1	20	40	未使用	未使用	2	12	15	22	3	8	10	0	-1	0	3	22	11	0	270954
77	固めのロープ	5	1	0	-1	2	2	5	2	1	1	2	1	30	40	未使用	未使用	2	12	20	30	3	8	14	0	-1	0	4	30	13	0	270954
78	上質レンガ	5	1	0	-1	2	2	5	3	1	1	2	1	45	40	未使用	未使用	2	12	30	45	3	8	21	0	-1	0	5	45	15	0	270954
79	鉄鉱石	5	1	0	-1	3	3	5	4	1	1	2	1	50	30	未使用	未使用	2	12	35	52	3	12	24	0	-1	0	6	52	17	0	270954
80	銅	5	1	0	-1	3	3	5	5	1	1	2	1	60	30	未使用	未使用	2	12	40	60	3	12	28	0	-1	0	7	60	19	0	270954
81	金塊	5	1	0	-1	3	4	5	6	1	1	2	2	65	25	未使用	未使用	2	12	45	67	3	16	31	0	-1	0	7	67	19	0	270954
82	ｼﾙｸの布	5	1	0	-1	4	5	5	7	1	1	2	2	75	20	未使用	未使用	2	12	50	75	3	21	35	0	-1	0	8	75	21	0	270954
83	丈夫な布	5	1	0	-1	4	5	5	8	1	1	2	2	80	20	未使用	未使用	2	12	55	82	3	21	38	0	-1	0	9	82	23	0	270954
84	ｷﾚｲな布	5	1	0	-1	4	6	5	9	1	1	2	3	120	20	未使用	未使用	2	12	80	120	3	25	56	0	-1	0	13	120	31	0	270954
85	やくそう	5	1	0	-1	5	2	5	0	2	1	2	1	15	40	未使用	未使用	2	11	10	15	3	8	7	0	-1	0	1	4	7	0	328426
86	いのちの葉	5	1	0	-1	5	2	5	1	2	1	2	1	35	40	未使用	未使用	2	11	25	37	3	8	17	0	-1	0	2	10	9	0	328426
87	魔力の根	5	1	0	-1	5	3	5	2	2	1	2	1	45	30	未使用	未使用	2	11	30	45	3	12	21	0	-1	0	3	27	11	0	328426
88	香る花	5	1	0	-1	5	3	5	3	2	1	2	1	50	30	未使用	未使用	2	11	35	52	3	12	24	0	-1	0	3	31	11	0	328426
89	生命の小瓶	5	1	0	-1	5	3	5	4	2	1	2	1	60	30	未使用	未使用	2	31	40	60	3	12	28	0	-1	0	4	36	13	0	328426
90	魔力の瓶	5	1	0	-1	5	4	5	5	2	1	2	2	80	25	未使用	未使用	2	31	55	82	3	16	38	0	-1	0	5	88	15	0	328426
91	魔法使いの薬	5	1	0	-1	5	4	5	6	2	1	2	2	95	25	未使用	未使用	2	32	65	97	1	16	45	0	-1	0	6	104	17	0	328426
92	魔導士の薬	5	1	0	-1	5	5	5	7	2	1	2	2	120	20	未使用	未使用	2	32	80	120	1	21	56	0	-1	0	8	200	21	0	328426
93	賢者の薬	5	1	0	-1	5	5	5	8	2	1	2	2	120	20	未使用	未使用	2	33	80	120	2	21	56	0	-1	0	8	200	21	0	328426
94	ｴﾅｼﾞｰﾄﾞﾘﾝｸ	5	1	0	-1	5	6	5	9	2	1	2	3	80	20	未使用	未使用	2	34	55	82	4	12	38	0	-1	0	5	198	15	0	328426
95	甘い薬	5	1	0	-1	5	6	5	10	2	1	2	3	150	20	未使用	未使用	2	34	100	150	4	12	70	0	-1	0	10	360	25	0	328426
96	甘美なｷﾉｺ	5	1	0	-1	100	2	5	0	3	1	2	1	10	40	未使用	未使用	2	10	20	30	3	8	14	0	-1	0	7	60	11	0	197226
97	栄養ｷﾉｺ	5	1	0	-1	100	2	5	1	3	1	2	1	10	40	未使用	未使用	2	13	25	37	0	8	17	0	-1	0	8	74	12	0	197226
98	新鮮な豆	5	1	0	-1	85	2	5	2	3	1	2	1	15	40	未使用	未使用	2	10	30	45	3	8	21	0	-1	0	10	90	13	0	197226
99	ジャガイモ	5	1	0	-1	85	3	5	3	3	1	2	1	15	30	未使用	未使用	2	13	35	52	0	12	24	0	-1	0	11	104	14	0	197226
100	ダイコン	5	1	0	-1	85	3	5	4	3	1	2	1	20	30	未使用	未使用	2	10	40	60	3	12	28	0	-1	0	13	120	15	0	197226
101	ニンジン	5	1	0	-1	85	3	5	5	3	1	2	1	20	30	未使用	未使用	2	13	45	67	0	12	31	0	-1	0	14	134	16	0	197226
102	タマネギ	5	1	0	-1	85	4	5	6	3	1	2	2	25	25	未使用	未使用	2	10	50	75	3	16	35	0	-1	0	16	150	17	0	197226
103	キャベツ	5	1	0	-1	85	4	5	7	3	1	2	2	25	25	未使用	未使用	2	13	55	82	0	16	38	0	-1	0	17	164	18	0	197226
104	トマト	5	1	0	-1	30	4	5	8	3	1	2	2	30	25	未使用	未使用	2	10	60	90	3	16	42	0	-1	0	19	180	19	0	197226
105	ﾄｳﾓﾛｺｼ	5	1	0	-1	85	5	5	9	3	1	2	2	30	20	未使用	未使用	2	13	65	97	0	21	45	0	-1	0	20	194	20	0	197226
106	ニンニク	5	1	0	-1	85	6	5	10	3	1	2	3	35	20	未使用	未使用	2	10	70	105	3	25	49	0	-1	0	22	210	21	0	197226
107	サラダ	5	1	0	-1	30	6	5	11	3	1	2	3	35	20	未使用	未使用	2	13	75	112	0	25	52	0	-1	0	7	270	19	0	149226
108	ベリー	5	1	0	-1	35	2	5	0	4	1	2	1	5	40	未使用	未使用	2	14	15	22	1	8	10	0	-1	0	5	44	10	0	197226
109	オレンジ	5	1	0	-1	70	2	5	1	4	1	2	1	10	40	未使用	未使用	2	14	25	37	1	8	17	0	-1	0	8	74	12	0	197226
110	リンゴ	5	1	0	-1	70	2	5	2	4	1	2	1	20	40	未使用	未使用	2	14	40	60	1	8	28	0	-1	0	13	120	15	0	197226
111	バナナ	5	1	0	-1	70	3	5	3	4	1	2	1	25	30	未使用	未使用	2	14	50	75	1	12	35	0	-1	0	16	150	17	0	197226
112	洋ナシ	5	1	0	-1	70	3	5	4	4	1	2	1	30	30	未使用	未使用	2	14	60	90	1	12	42	0	-1	0	19	180	19	0	197226
113	イチゴ	5	1	0	-1	35	4	5	5	4	1	2	2	35	25	未使用	未使用	2	14	75	112	1	16	52	0	-1	0	23	224	22	0	197226
114	ブドウ	5	1	0	-1	70	5	5	6	4	1	2	2	45	20	未使用	未使用	2	14	90	135	1	21	63	0	-1	0	28	270	25	0	197226
115	メロン	5	1	0	-1	35	5	5	7	4	1	2	2	50	20	未使用	未使用	2	14	100	150	1	21	70	0	-1	0	31	300	27	0	197226
116	ﾊﾟｲﾅｯﾌﾟﾙ	5	1	0	-1	35	6	5	8	4	1	2	3	60	20	未使用	未使用	2	14	125	187	1	25	87	0	-1	0	38	374	32	0	197226
117	ﾌﾙｰﾂﾊﾞｽｹｯﾄ	5	1	0	-1	-1	6	5	9	4	1	2	3	75	20	未使用	未使用	2	14	150	225	1	25	105	0	-1	0	15	540	35	0	149226
118	さざえ	5	1	0	-1	25	2	5	0	5	1	2	1	10	40	未使用	未使用	2	16	25	37	1	8	17	0	-1	0	8	74	12	0	197226
119	はまぐり	5	1	0	-1	25	2	5	1	5	1	2	1	15	40	未使用	未使用	2	18	30	45	2	8	21	0	-1	0	10	90	13	0	197226
120	アジ	5	1	0	-1	25	2	5	2	5	1	2	1	15	40	未使用	未使用	2	19	30	45	2	8	21	0	-1	0	10	90	13	0	197226
121	カツオ	5	1	0	-1	25	3	5	3	5	1	2	1	15	30	未使用	未使用	2	20	30	45	2	12	21	0	-1	0	10	90	13	0	197226
122	タイ	5	1	0	-1	25	3	5	4	5	1	2	1	15	30	未使用	未使用	2	21	30	45	2	12	21	0	-1	0	10	90	13	0	197226
123	ウニ	5	1	0	-1	25	3	5	5	5	1	2	1	15	30	未使用	未使用	2	22	30	45	2	12	21	0	-1	0	10	90	13	0	197226
124	エビ	5	1	0	-1	25	4	5	6	5	1	2	2	25	25	未使用	未使用	2	16	50	75	1	16	35	0	-1	0	16	150	17	0	197226
125	カニ	5	1	0	-1	25	4	5	7	5	1	2	2	25	25	未使用	未使用	2	18	50	75	2	16	35	0	-1	0	16	150	17	0	197226
126	イカ	5	1	0	-1	25	6	5	8	5	1	2	3	25	20	未使用	未使用	2	19	55	82	2	25	38	0	-1	0	17	164	18	0	197226
127	タコ	5	1	0	-1	25	6	5	9	5	1	2	3	30	20	未使用	未使用	2	20	65	97	2	25	45	0	-1	0	20	194	20	0	197226
128	骨付き肉	5	1	0	-1	-1	3	5	0	6	1	2	1	15	30	未使用	未使用	2	13	35	52	0	12	24	0	-1	0	6	52	17	0	131690
129	ﾌﾞﾛｯｸ肉	5	1	0	-1	-1	3	5	1	6	1	2	1	15	30	未使用	未使用	2	31	30	45	3	12	21	0	-1	0	5	45	15	0	131690
130	丸焼き肉	5	1	0	-1	-1	4	5	2	6	1	2	2	20	25	未使用	未使用	2	32	40	60	1	16	28	0	-1	0	4	64	13	0	149226
131	霜降り肉	5	1	0	-1	-1	5	5	3	6	1	2	2	25	20	未使用	未使用	2	33	50	75	2	21	35	0	-1	0	5	125	15	0	149226
132	極厚肉	5	1	0	-1	-1	6	5	4	6	1	2	3	25	20	未使用	未使用	2	34	50	75	4	12	35	0	-1	0	5	180	15	0	149226
133	野菜ｼﾞｭｰｽ	5	1	0	-1	10	2	5	5	6	1	2	1	10	40	未使用	未使用	2	15	20	30	0	8	14	5	-1	0	2	8	9	0	149226
134	ﾐｯｸｽｼﾞｭｰｽ	5	1	0	-1	10	3	5	6	6	1	2	1	15	30	未使用	未使用	2	15	35	52	0	12	24	5	-1	0	3	31	11	0	149226
135	牛乳	5	1	0	-1	10	4	5	7	6	1	2	2	25	25	未使用	未使用	2	15	50	75	0	16	35	5	-1	0	5	80	15	0	148202
136	ﾌﾞﾄﾞｳｼﾞｭｰｽ	5	1	0	-1	10	5	5	8	6	1	2	2	30	20	未使用	未使用	2	15	65	97	0	21	45	5	-1	0	6	162	17	0	149226
137	炭酸ｼﾞｭｰｽ	5	1	0	-1	10	6	5	9	6	1	2	3	40	20	未使用	未使用	2	15	80	120	0	25	56	5	-1	0	8	288	21	0	149226
138	たまご	5	1	0	-1	11	3	5	10	6	1	2	1	15	30	未使用	未使用	2	10	35	52	3	12	24	5	-1	0	3	31	11	0	148202
139	チーズ	5	1	0	-1	11	4	5	11	6	1	2	2	20	25	未使用	未使用	2	11	40	60	3	16	28	5	-1	0	4	64	13	0	148202
140	パン	5	1	0	-1	11	2	5	0	7	1	2	1	5	40	未使用	未使用	2	31	15	22	3	8	10	5	-1	0	1	6	7	0	149226
141	ﾌﾗﾝｽﾊﾟﾝ	5	1	0	-1	11	2	5	1	7	1	2	1	10	40	未使用	未使用	2	32	25	37	1	8	17	5	-1	0	2	10	9	0	149226
142	食パン	5	1	0	-1	11	2	5	2	7	1	2	1	15	40	未使用	未使用	2	33	35	52	2	8	24	5	-1	0	3	14	11	0	149226
143	ﾊﾝﾊﾞｰｶﾞｰ	5	1	0	-1	11	3	5	3	7	1	2	1	15	30	未使用	未使用	2	31	30	45	3	12	21	5	-1	0	3	27	11	0	149226
144	ドーナツ	5	1	0	-1	11	3	5	4	7	1	2	1	25	30	未使用	未使用	2	32	50	75	1	12	35	5	-1	0	5	45	15	0	149226
145	プリン	5	1	0	-1	11	3	5	5	7	1	2	1	30	30	未使用	未使用	2	33	60	90	2	12	42	5	-1	0	6	54	17	0	149226
146	アイス	5	1	0	-1	11	4	5	6	7	1	2	2	40	25	未使用	未使用	2	31	80	120	3	16	56	5	-1	0	8	128	21	0	149226
147	ケーキ	5	1	0	-1	11	4	5	7	7	1	2	2	60	25	未使用	未使用	2	32	120	180	1	16	84	5	-1	0	12	192	29	0	149226
148	ｶｲﾛｹｰｷ	5	1	0	-1	11	6	5	8	7	1	2	3	175	20	未使用	未使用	2	34	350	525	4	12	245	5	-1	0	35	1260	75	0	149226
149	ﾌﾗｲﾄﾞﾎﾟﾃﾄ	5	1	0	-1	11	4	5	9	7	1	2	2	30	25	未使用	未使用	2	31	60	90	3	16	42	5	-1	0	6	96	17	0	149226
150	すし	5	1	0	-1	11	5	5	10	7	1	2	2	30	20	未使用	未使用	2	32	65	97	1	21	45	5	-1	0	6	162	17	0	149226
